source,context,tier,ground_truth,prediction,score,correct,matcher,code
Chewingtobaccodailyusecount,Patient,entity,Observation,Observation,0.23653942346572876,True,magneto,
Secondhandsmokeexposureyears,Patient,entity,Observation,FamilyMemberHistory,0.3375978171825409,False,magneto,
KnownGeneticPredispositionMutation,Patient,entity,Observation,FamilyMemberHistory,0.24203239381313324,False,magneto,
HereditaryCancerPredispositionSyndrome,Patient,entity,Observation,FamilyMemberHistory,0.20084719359874725,False,magneto,
CancerAssociatedGeneMutations,Patient,entity,Observation,DiagnosticReport,0.16159018874168396,False,magneto,
MutationalSignatures,Patient,entity,Observation,Specimen,0.2558600902557373,False,magneto,
MismatchRepairSystemStatus,Patient,entity,Observation,DiagnosticReport,0.3297520875930786,False,magneto,
LabTestsforMMRStatus,Patient,entity,Observation,Specimen,0.4003368020057678,False,magneto,
ModeofCancerDetection,Patient,entity,Observation,DiagnosticReport,0.2881072461605072,False,magneto,
EducationLevel,Patient,entity,Observation,ResearchStudy,0.30358827114105225,False,magneto,
CountryofBirth,Patient,entity,Observation,FamilyMemberHistory,0.1927160769701004,False,magneto,
MedicallyUnderservedArea,Patient,entity,Observation,Medication,0.5120944976806641,False,magneto,
RuralvsUrban,Patient,entity,Observation,ResearchSubject,0.2927471101284027,False,magneto,
CancerIncidence,Patient,entity,Observation,Medication,0.3346874713897705,False,magneto,
CancerIncidenceLocation,Patient,entity,Observation,Patient,0.278178334236145,False,magneto,
Ethnicity,Patient,entity,Patient,Group,0.337871253490448,False,magneto,
Gender,Patient,entity,Patient,Specimen,0.3745098114013672,False,magneto,
Race,Patient,entity,Patient,Observation,0.3660367727279663,False,magneto,
VitalStatus,Patient,entity,Patient,Patient,0.35616087913513184,True,magneto,
AgeatDiagnosis,Patient,entity,Condition,DiagnosticReport,0.2880592346191406,False,magneto,
DaystoLastFollowup,Patient,entity,Observation,Patient,0.20578518509864807,False,magneto,
DaystoLastKnownDiseaseStatus,Patient,entity,Observation,Patient,0.29117351770401,False,magneto,
DaystoRecurrence,Patient,entity,Observation,Patient,0.2694137692451477,False,magneto,
LastKnownDiseaseStatus,Patient,entity,Observation,Observation,0.28184425830841064,True,magneto,
Morphology,Patient,entity,Observation,Specimen,0.3947206139564514,False,magneto,
PrimaryDiagnosis,Patient,entity,Condition,DiagnosticReport,0.41620105504989624,False,magneto,
ProgressionorRecurrence,Patient,entity,Condition,Patient,0.21573635935783386,False,magneto,
SiteofResectionorBiopsy,Specimen,entity,Specimen,ResearchSubject,0.27806970477104187,False,magneto,
TissueorOrganofOrigin,Patient,entity,Condition,Specimen,0.29551881551742554,False,magneto,
NCIAtlasCancerSite,,entity,Condition,MedicationAdministration,0.2725943624973297,False,magneto,
TumorGrade,Patient,entity,Condition,Patient,0.3051726222038269,False,magneto,
PackYearsSmoked,Patient,entity,Observation,FamilyMemberHistory,0.22358709573745728,False,magneto,
YearsSmoked,Patient,entity,Observation,Medication,0.2110530436038971,False,magneto,
DaystoFollowUp,Patient,entity,Observation,FamilyMemberHistory,0.25384289026260376,False,magneto,
GeneSymbol,Patient,entity,Observation,Specimen,0.3013739287853241,False,magneto,
MolecularAnalysisMethod,Patient,entity,Observation,Observation,0.2537125051021576,True,magneto,
TestResult,Patient,entity,Observation,DiagnosticReport,0.3634793162345886,False,magneto,
TreatmentType,MedicationAdministration,entity,MedicationAdministration,Medication,0.5192671418190002,False,magneto,
TumorLargestDimensionDiameter,,entity,Observation,DiagnosticReport,0.20383413136005402,False,magneto,
LungCancerTier3,,entity,Specimen,Patient,0.3288576006889343,False,magneto,
LungCancerDetectionMethodType,Patient,entity,Condition,MedicationAdministration,0.2059733271598816,False,magneto,
BreastCancerTier3,Patient,entity,Patient,Patient,0.30210596323013306,True,magneto,
ProstateCancerTier3,,entity,Specimen,Patient,0.3093661665916443,False,magneto,
PancreasPrecancerHistopathologicGrade,Patient,entity,Condition,DiagnosticReport,0.21061383187770844,False,magneto,
PancreaticIPMNPathologyEpithelialSubtype,Patient,entity,Observation,DiagnosticReport,0.1667739450931549,False,magneto,
PancreaticDuctFinalPathologyType,Patient,entity,Observation,DiagnosticReport,0.22929883003234863,False,magneto,
DaystoBirth,Patient,entity,Observation,Medication,0.21194672584533691,False,magneto,
CountryofResidence,Patient,entity,Observation,ServiceRequest,0.22154583036899567,False,magneto,
AgeIsObfuscated,Patient,entity,Observation,Device,0.23535919189453125,False,magneto,
YearOfBirth,Patient,entity,Observation,FamilyMemberHistory,0.2868732810020447,False,magneto,
OccupationDurationYears,Patient,entity,Observation,FamilyMemberHistory,0.2841479182243347,False,magneto,
PrematureAtBirth,Patient,entity,Observation,Medication,0.2988557517528534,False,magneto,
WeeksGestationatBirth,Patient,entity,Observation,FamilyMemberHistory,0.2453952431678772,False,magneto,
RelativewithCancerHistory,Patient,entity,Observation,FamilyMemberHistory,0.4538426399230957,False,magneto,
SmokingExposure,Patient,entity,Observation,Observation,0.3944586515426636,True,magneto,
AlcoholExposure,Patient,entity,Observation,Observation,0.3095148205757141,True,magneto,
AsbestosExposure,Patient,entity,Observation,Medication,0.30181851983070374,False,magneto,
CoalDustExposure,Patient,entity,Observation,Observation,0.29543498158454895,True,magneto,
EnvironmentalTobaccoSmokeExposure,Patient,entity,Observation,ResearchSubject,0.26282113790512085,False,magneto,
RadonExposure,Patient,entity,Observation,Observation,0.31835904717445374,True,magneto,
RespirableCrystallineSilicaExposure,Patient,entity,Observation,Specimen,0.2225751131772995,False,magneto,
AdverseEvent,Patient,entity,Observation,Observation,0.2734507620334625,True,magneto,
BarrettsEsophagusGobletCellsPresent,Patient,entity,Observation,Medication,0.3227361738681793,False,magneto,
BMI,Patient,entity,Observation,Condition,0.1853935718536377,False,magneto,
CauseofResponse,Patient,entity,Observation,ServiceRequest,0.4227699637413025,False,magneto,
Comorbidity,Patient,entity,Observation,Medication,0.32438182830810547,False,magneto,
ComorbidityMethodofDiagnosis,Patient,entity,Observation,DiagnosticReport,0.33260542154312134,False,magneto,
DaystoAdverseEvent,Patient,entity,Observation,Observation,0.19959785044193268,True,magneto,
DaystoComorbidity,Patient,entity,Observation,Condition,0.30913373827934265,False,magneto,
DiseaseResponse,Patient,entity,Observation,DiagnosticReport,0.47603094577789307,False,magneto,
DLCORefPredictivePercent,Patient,entity,Observation,DiagnosticReport,0.20863282680511475,False,magneto,
ECOGPerformanceStatus,Patient,entity,Observation,DiagnosticReport,0.26272326707839966,False,magneto,
FEV1FVCPostBronchPercent,Patient,entity,Observation,ResearchSubject,0.2646726667881012,False,magneto,
FEV1FVCPreBronchPercent,Patient,entity,Observation,ResearchSubject,0.27514350414276123,False,magneto,
FEV1RefPostBronchPercent,Patient,entity,Observation,ResearchSubject,0.2890090048313141,False,magneto,
FEV1RefPreBronchPercent,Patient,entity,Observation,DiagnosticReport,0.2596161365509033,False,magneto,
Height,Patient,entity,Observation,Specimen,0.3088516294956207,False,magneto,
HepatitisSustainedVirologicalResponse,Patient,entity,Observation,DiagnosticReport,0.19653964042663574,False,magneto,
HPVPositiveType,Patient,entity,Observation,Patient,0.22735707461833954,False,magneto,
KarnofskyPerformanceStatus,Patient,entity,Observation,DiagnosticReport,0.3343866169452667,False,magneto,
MenopauseStatus,Patient,entity,Observation,Medication,0.2778581380844116,False,magneto,
PancreatitisOnsetYear,Patient,entity,Observation,DiagnosticReport,0.2522065043449402,False,magneto,
RefluxTreatmentType,Patient,entity,Observation,ResearchStudy,0.2693103849887848,False,magneto,
RiskFactor,Patient,entity,Observation,Device,0.28264760971069336,False,magneto,
RiskFactorTreatment,Patient,entity,Observation,MedicationAdministration,0.2697329521179199,False,magneto,
ViralHepatitisSerologies,Patient,entity,Observation,Patient,0.14883995056152344,False,magneto,
Weight,Patient,entity,Observation,Observation,0.30078282952308655,True,magneto,
AdverseEventGrade,Patient,entity,Observation,DiagnosticReport,0.3037102520465851,False,magneto,
AIDSRiskFactors,,entity,Observation,Patient,0.2416084110736847,False,magneto,
BodySurfaceArea,Patient,entity,Observation,Device,0.250652551651001,False,magneto,
CDCHIVRiskFactors,Patient,entity,Observation,DiagnosticReport,0.25606274604797363,False,magneto,
DaystoImaging,Patient,entity,Observation,Observation,0.1397211104631424,True,magneto,
HAARTTreatmentIndicator,Patient,entity,Observation,Patient,0.3556969463825226,False,magneto,
HIVViralLoad,Patient,entity,Observation,Medication,0.3915219008922577,False,magneto,
HormonalContraceptiveUse,Patient,entity,Observation,Medication,0.3252265155315399,False,magneto,
HysterectomyMarginsInvolved,Patient,entity,Observation,Patient,0.19806422293186188,False,magneto,
HysterectomyType,Patient,entity,Observation,Specimen,0.13733753561973572,False,magneto,
ImagingResult,Patient,entity,Observation,ResearchSubject,0.29394543170928955,False,magneto,
ImagingType,Patient,entity,Observation,Device,0.3983941078186035,False,magneto,
ImmunosuppressiveTreatmentType,Patient,entity,Observation,Medication,0.3062976896762848,False,magneto,
NadirCD4Count,Patient,entity,Observation,Condition,0.267679363489151,False,magneto,
PregnancyOutcome,Patient,entity,Observation,Medication,0.2600542902946472,False,magneto,
RecistTargetedRegionsNumber,Patient,entity,Observation,DocumentReference,0.25325363874435425,False,magneto,
RecistTargetedRegionsSum,Patient,entity,Observation,DocumentReference,0.2354099303483963,False,magneto,
ScanTracerUsed,Patient,entity,Observation,DiagnosticReport,0.32292693853378296,False,magneto,
TreatmentorTherapy,Patient,entity,Observation,Medication,0.5446322560310364,False,magneto,
TreatmentEffect,MedicationAdministration,entity,Observation,Medication,0.5279901027679443,False,magneto,
TreatmentOutcome,,entity,Observation,Medication,0.5124171376228333,False,magneto,
DaystoTreatmentEnd,Patient,entity,MedicationAdministration,Patient,0.1962335705757141,False,magneto,
TreatmentAnatomicSite,Patient,entity,MedicationAdministration,Medication,0.4877171218395233,False,magneto,
DaystoTreatmentStart,Patient,entity,MedicationAdministration,Medication,0.1689823567867279,False,magneto,
InitialDiseaseStatus,Patient,entity,Condition,DiagnosticReport,0.4191768765449524,False,magneto,
RegimenorLineofTherapy,Patient,entity,Observation,Medication,0.5232146978378296,False,magneto,
TherapeuticAgents,Patient,entity,Medication,Medication,0.4792998731136322,True,magneto,
TreatmentIntentType,Patient,entity,Observation,Medication,0.46540912985801697,False,magneto,
ChemoConcurrenttoRadiation,Patient,entity,Observation,DocumentReference,0.14170026779174805,False,magneto,
NumberofCycles,Patient,entity,Observation,Observation,0.1335448920726776,True,magneto,
ReasonTreatmentEnded,Patient,entity,MedicationAdministration,Observation,0.3402816653251648,False,magneto,
TreatmentDose,Patient,entity,MedicationAdministration,Medication,0.6625213027000427,False,magneto,
TreatmentDoseUnits,Patient,entity,MedicationAdministration,Medication,0.6097899675369263,False,magneto,
TreatmentEffectIndicator,Patient,entity,Observation,Medication,0.5554983615875244,False,magneto,
TreatmentFrequency,MedicationAdministration,entity,Observation,Medication,0.3299129605293274,False,magneto,
YearofDiagnosis,Patient,entity,Observation,Medication,0.3085082173347473,False,magneto,
PrecancerousConditionType,,entity,Condition,Condition,0.24056246876716614,True,magneto,
MethodofDiagnosis,,entity,Observation,DiagnosticReport,0.5178015232086182,False,magneto,
PriorMalignancy,,entity,Observation,Observation,0.39339131116867065,True,magneto,
PriorTreatment,,entity,Observation,Observation,0.4179025888442993,True,magneto,
MetastasisatDiagnosis,,entity,Observation,DiagnosticReport,0.17603030800819397,False,magneto,
MetastasisatDiagnosisSite,,entity,Condition,MedicationAdministration,0.2638341188430786,False,magneto,
FirstSymptomPriortoDiagnosis,,entity,Observation,DiagnosticReport,0.4216043949127197,False,magneto,
AAChange,Patient,entity,Observation,Observation,0.2764894366264343,True,magneto,
Antigen,Patient,entity,Observation,Specimen,0.27814939618110657,False,magneto,
ClinicalBiospecimenType,Specimen,entity,Observation,MedicationAdministration,0.41459959745407104,False,magneto,
BloodTestNormalRangeUpper,Patient,entity,Observation,DiagnosticReport,0.3182331323623657,False,magneto,
BloodTestNormalRangeLower,Patient,entity,Observation,DiagnosticReport,0.3565419018268585,False,magneto,
CellCount,Patient,entity,Observation,Observation,0.18063537776470184,True,magneto,
Clonality,Specimen,entity,Observation,Observation,0.3207387328147888,True,magneto,
CopyNumber,Patient,entity,Observation,DocumentReference,0.3193678855895996,False,magneto,
Cytoband,Patient,entity,Observation,Device,0.2766503095626831,False,magneto,
HistoneFamily,Patient,entity,Observation,FamilyMemberHistory,0.38792264461517334,False,magneto,
HistoneVariant,Patient,entity,Observation,Specimen,0.1778484582901001,False,magneto,
Intron,Specimen,entity,Observation,Observation,0.26587092876434326,True,magneto,
LaboratoryTest,Patient,entity,Observation,Specimen,0.36568328738212585,False,magneto,
LociAbnormalCount,Patient,entity,Observation,FamilyMemberHistory,0.19935375452041626,False,magneto,
LociCount,Patient,entity,Observation,Observation,0.1863519549369812,True,magneto,
Locus,Patient,entity,Observation,Specimen,0.2599896490573883,False,magneto,
